,Username,location,friend_count,review_count,photo_count,rating,date,review,Url
47,Ebonie M.,"Galleria/Uptown, Houston, TX",223,203,1425,5,7/09/16,"Tonight was extra special as my youngest was meeting his ""Friend Girl"" at the movies. I was feeling a little emotional as I realize my son will be a freshman in high school this year. We picked up his friend and stopped for dinner at BJ's. It was pretty crowded. However, the wait wasn't long and we were seated in approximately 10 minutes or less. The atmosphere was very casual and family friendly. I ordered the Asian Chopped Salad. The salad had grilled chicken breast, baby field greens, napa cabbage, romaine, red bell peppers, snow peas, green onions, shredded carrots, sesame seeds, crisp wonton strips, cilantro and mandarin oranges tossed in honey ginger dressing. The salad was excellent and was only 590 calories. åÊEveryone else ordered hamburgers. The talk of the table was the hickory brisket and bacon burger. They all raved about how good it was. This burger had åÊBJ's åÊsweet and tangy peppered BBQ sauce, smoked brisket, applewood smoked bacon, jack and cheddar cheese, red onions, and mayonnaise. Thanks to our waiter Lenard for taking good care of us. Needless to say, after dinner we dropped the kids off at the movie theater. On to the next phase of parenthood.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
48,Tommy N.,"New York, NY",154,98,237,2,1/06/16,"I came in later after a few friends had grabbed the table for us. However, the waiter did not acknowledge my presence or even bother to ask for my drink order or offer a set of silverware. We ordered the pizookie platter (it came to be about $22 total) to share between the five of us, and we still could not finish it - although it was a delicious dessert to a previously-filling meal.  I was excited to try out this location after a few disappointing experiences at the Katy location. I certainly won't be going out of my way to come back to BJ's, especially for the service. Come not for the service but, if you must, instead for the food.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
49,Mishal H.,"Sugar Land, TX",0,2,,5,9/14/2017,As I walked into bjs this beautiful waitress named Annalisa sat us down and and took our orders. As she took our orders her eyes were glued onto the screen as she watched the football game. She then brought out the best food ever and gave us the best service anyone could ask for. Bjs has always been my all time favorite and the waiters and waitresses are amazing. By far the best food and service ever! Come to bjs if you want an amazing experience!!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
50,Ahsan H.,"Sugar Land, TX",1,1,,5,9/14/2017,"By far best service in Sugar Land. The servers come to you right away and you get your food extremely fast. Our server Annalisa C. was super polite and nice. I couldn't have asked for a better server. If you haven't been here, I would definitely recommend this place.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
51,Kim W.,"Houston, TX",34,3,2,5,11/02/16,"I Love BJ'S. Thanks always for being the same . Great food and beers, and bring friends to make it better",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
52,Darlene L.,"Carrollton, TX",42,286,112,5,3/28/2017,"Excellent meal! åÊHad the Black and Blue House burger that tastes divine! åÊ Best burger I have had in a while. Glad we can here for it. The French fries are the best! åÊNice and crispy. Nothing limp about them. Will definitely put this down as a burger joint, too!! Service was excellent too. Great experience all around.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
53,Alonso R.,"Houston, TX",11,56,19,4,3/25/2017,"If you're looking for a place that's open late, then look no further, BJ'S is the place to go. Don't let your dirty mind and title of the restaurant keep you away, it's pretty bomb! Although it has a wide variety of alcoholic drinks and beers, it's a family place. I'm a bit of a weirdo, so my favorite thing to order is their soup in a bread bowl. It's around nine bucks, fills you up and way better than those crappy bread bowls at Panera. Aside from that they have amazing appetizers such as Avocado egg rolls. Like I said, if it's late and your tired of crappy IHOP and Dennys, come on and bring all your sexual innuendo jokes to BJ'S! :)",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
54,Sour Prunes P.,"Houston, TX",2,61,42,5,3/23/2017,This is my second time here dining in and it was a great experience! The queso dip was oh so yummie and the gf pizookie was fresh and melt in your mouth goodness! Chace was our waiter and he was so attentive and delivered awesome customer service!!!! Will be back fo sure!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
55,Heather B.,"Sugar Land, TX",2,69,1,4,7/11/16,"Ok, after writing the last review the manager responded to me and we decided to give BJ's a second try. I'm sure glad we did! Great experience and we will definitely be back. Our waitress (Rebecca, I think was her name) was extremely nice and helpful! There was about a 15 minute wait to get a table (we went on a Friday night), but once we sat down the drinks and food didn't take long to come out.  Overall, we had a great time! Beers were great! Burgers were juicy and delicious! Thank you to BJ's manager for personally inviting us back! The customer service I thought was lacking the first time was more than made up for this time around :)",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
56,Ray H.,"Pearland, TX",0,20,6,1,1/22/2017,"Usually have a good experience here, but dang! åÊBurger was raw/mushy & almost $2 for a slice of cheddar cheese. åÊIf Whataburger starts selling beer, y'all are done!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
57,Hien N.,"Sugar Land, TX",86,31,83,2,8/25/2016,"This place seems like it's gone downhill over the past years. Service-wise and food-wise. Recently ordered the honey brussel sprouts or something and they came out overly cooked, so burnt that it had that bitter burnt taste. Who thought it was ok to serve that?! We took it back and ordered something else. The only things that seem to be good here are the pizookies. And maybe the pizza at times.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
58,Maria B.,"Westside, Houston, TX",0,2,,5,9/09/17,"Brandon V. Is probably the best server ever! åÊHe's attentive, friendly and fast! åÊHe can't say no!!!! åÊThe food was good too!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
59,Victoria E.,"Dallas, TX",103,186,293,1,6/20/2016,"I came in town from Dallas for the weekend some friends and I choose this location to watch game 7 of the NBA finals. We figured this would be a great place to grab some drinks at the bar and utilize one of their many screens within the restaurant. I started off by ordering a drink, one thing I did not like off the bat is that they do not list the prices for cocktails on the menu, which I'm definitely not a fan of. I prefer to know how much my item is going to cost and not be blind sided when my check comes. I ordered the Tickled Pink because of how tasty it looked on the menu. When I received my drink it looked nothing like the picture! There was no garnish and the fruit that was supposed to be in the drink was left out. When I tasted the drink it was disgusting as well so I sent it back and ordered the Strawberry Splash. The description described it to be a frozen Pina colada like drink with strawberry purÌ©e. Again disappointment, while the appearance this time was much better the texture was a let down. There were chunks of huge pieces of ice throughout my drink as if it was not mixed well in the machine to have that smooth frozen drink consistency. Plus I could not taste any alcohol, definite waste of $9. Definitely not worth the money I payed. Onto the food, I ordered the BJ's brewhouse burger with thin cut fries. It was honestly nothing to write home about, I have made better burgers at home. I did not like how greasy my burger patty was it tasted like grease when I bit into it.  I have eaten at several BJ's locations and this by far was the worst experience I have encountered.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=60
60,Grace R.,"Austin, TX",38,8,2,2,7/08/17,"I come here every now and then and usually stay within my comfort of the menu. Today I tried something new, the new chicken fried steak burger. The servers were speaking highly of it, so I ordered. Once I got my food, I noticed my burger was not fried at all, my egg was fully cooked and it overall tasted like a plain ass burger. So I express my non satisfaction with my server who was so kind about it. She calls the manager over and here's when I have an issue. I explained to the manager about my meal, he sits in my booth and begins to try and justify this shitty burger. ""Oh the batter must have fallen off"" ""oh this burger is just not my favorite"" ????? I tell him I'm not looking to send it back because I have to leave soon and he offers no compensation for it and it's not that I've eaten the thing. I've had maybe two bites of it until I was just completely turned off. Anyways if it wasn't for my server BRANDY who sincerely apologized and offered a discount I would've left unhappy and more disgusted with the restaurant.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=20
61,DeWayne R.,"Houston, TX",161,567,285,4,12/04/16,"BJ's has a great menu with a variety of things to choose. I had the Chicken Fried Chicken lunch special, with mashed potatoes and broccoli (in place of the corn succotash) and it was perfect. Our server was pretrty good. She was attentive and as warm as she could be, considering the liunch rush.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=20
