Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Host/Hostess," Nov 30, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. I interviewed at California Pizza Kitchen in August 2014.'],['Pretty easy. The manager at the time was very relaxed and knew it was my first job. The hostess sat me at a table and told me about how much she loved working there. Everyone seemed very friendly. The manager gave me time to answer some questions and helped me elaborate on some of my answers. I was offered a job on the spot after the interview.'],"[' How many Facebook friends/Instagram followers do you have? \xa0 ', 'Answer Question']"
Host," Sep 13, 2015"," Anonymous Employee in  San Diego, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through an employee referral. The process took 4 days. I interviewed at California Pizza Kitchen (San Diego, CA) in May 2014.']","[""I turned in my application, talked to the GM on the spot, and came in for an interview a few days later and spoke with 2 more managers. I had previous restaurant experience so that helped. They usually don't hire people who don't have previous experience. They called me back within a few days to figure out my training schedule and there were about 15 new hires in my training class""]","[' They asked about your food knowledge of some of the items on the menu, such as jicama \xa0 ', '1 Answer']"
Server," Sep 8, 2015"," Anonymous Employee in  Nashville, TN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (Nashville, TN) in May 2014.']","['I had a short, basic one-on-one interview with a manager the first day. He mostly asked me about what I knew about CPK as an organization and what I thought I could bring to the table as an employee. He asked me to come back for a second interview the next day. I Interviewed with the GM for about 20 minutes and she offered me the job on the spot.']","[' What is your leadership style? \xa0 ', '1 Answer']"
Server," Nov 28, 2015"," Anonymous Employee in  Skokie, IL",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. I interviewed at California Pizza Kitchen (Skokie, IL) in May 2014.']","['Someone from management sits down with you at a table there and goes over your resume with you. Asks you some questions, like have you ever served before, what are your best qualities, what classes are you taking in school, what do you like to do in your free time, etc. It is really quick and painless. They are looking for confidence and an outgoing personality over experience, I think,']","[' What do you like to do in your free time? \xa0 ', 'Answer Question', "" Have you ever served before? If not, why do you think you'll be good at it? \xa0 "", 'Answer Question']"
Front of House Job," Jan 23, 2016"," Anonymous Employee in  San Jose, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (San Jose, CA) in May 2014.']",['Was very laid back I was just asked about my previous work experience and then just things I like to do for fun and other hobbies and interests. After we finished she asked me when I was able to start.'],"[' Q: What were your responsibilities at your last job? \xa0 ', 'Answer Question']"
Busser," Apr 22, 2014"," Anonymous Employee in  Phila, PA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at California Pizza Kitchen (Phila, PA) in April 2014.']",['I filled out an app for California Pizza kitchen for a dishwasher position. I was called by the general manager a week later after I filled out the app. She was very nice and said that they really needed bussers. She explained to me what a busser was and set up and interview for the next day. The interview was really short due to the fact that she only asked me one question which was about my last working experience and I was hired on the spot!'],"[' What were your duties at your last place of employment? \xa0 ', 'Answer Question']"
Server," Apr 28, 2014"," Anonymous Employee in  Schaumburg, IL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at California Pizza Kitchen (Schaumburg, IL) in April 2014.']","[""I got a phone call to come in the next day for an interview. Since I had a horrible experience with the last time (the review is below, the one where the manager left me hanging for almost two hours), I was skeptical. But the minute I walked in, this location was much better. The manager interviewing me was warm, friendly and had a great sense of humor. You could tell he was a good guy within the first five minutes of talking. He hired me on the spot and set up a second interview with the assistant manager for a few days later. She asked basically the same questions he did and scheduled my training for me a few days later. They definitely DID count my food running as experience unlike the last place and now that I'm officially hired I can say I'm very happy with the managers and staff at this location. Really glad I didn't get hired by the first CPK because this location blows them away on both professional levels but also with friendliness of employees, kindness of managers, etc.""]","["" How would you please a customer who didn't like what they ordered? \xa0 "", 'Answer Question']"
Busser," Aug 23, 2015"," Anonymous Employee in  Philadelphia, PA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2 days. I interviewed at California Pizza Kitchen (Philadelphia, PA) in April 2014.']","['I applied on a Thursday, got a call from the general manager the same day asking me to come in for an interview the next day. During the interview I was only asked what my previous work experience was and got hired on the spot.']","[' Where did you work last? \xa0 ', '1 Answer']"
Server," Aug 16, 2017"," Anonymous Employee in  Miami, FL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. I interviewed at California Pizza Kitchen (Miami, FL) in April 2014.']","['I was asked basic questions about myself, why I wanted the job, and my experience in service industry. Was told early on that they wanted to hire me and continued to ask about my availability. To officially begin working I had to pass a written exam based on menu items and perform a practical exam where I served two of the restaurant managers as if they were patrons.']","[' What is your favorite restaurant? \xa0 ', '1 Answer']"
Server," Mar 23, 2014", Anonymous Interview Candidate,['Declined Offer'],[],[],[],"['Was recommended by a friend. Fast interview process, started the following week, trained for a week before working the floor on my own.']",[]
Waiter," Feb 24, 2014", Anonymous Interview Candidate,['No Offer'],[],[],[],"['CPK Hawaii holds group interviews every Wednesday. I had to fill out a resume that was provided, which included general questions (experiences, reasons for applying, etc.) and also some questions about ingredients that they use (e.g. types of cheese). The interview was done in a group format (10+ people).']","[' The manager asked us questions regarding restaurant service. Standing in front of 10+ other applicants and talking was pretty intimidating. \xa0 ', 'Answer Question']"
