Name,Price,Description
Pepper-Crusted Sirloin & Whole Grains,$14.99,Lighter Fare,"380 cal, 30g protein. Grilled peppercorn-seasoned 4 oz. USDA choice top sirloin. Served with hearty grains, balsamic mushrooms, roasted grape tomatoes, onions and fresh sautéed spinach."
Caprese Mozzarella Chicken,$10.99,Lighter Fare,"700 cal, 52g protein. A fun twist on caprese salad. Grilled chicken, tomato, red onion, fresh Mozzarella and chopped basil are drizzled with a balsamic glaze and served over garlic mashed potatoes."
Thai Shrimp Salad,$12.99,Lighter Fare,"400 cal, 25g protein. Seasoned, grilled shrimp atop fresh Asian greens and edamame. Topped with almonds, crispy wonton strips and a drizzle of Thai peanut sauce with our own chile lime vinaigrette."
Shrimp Wonton Stir-Fry,$14.29,Lighter Fare,"630 cal, 25g protein. Stir-fry shrimp and veggies are tossed in a sweet and spicy dumpling sauce, served over a bed of rice and topped with wonton strips."
Spinach & Artichoke Chicken Cavatappi,$12.99,"Pasta, Seafood More","Creamy artichoke Parmesan sauce tossed with corkscrew cavatappi pasta topped with grilled chicken, grape tomatoes and crispy spinach leaves."
Firecracker Shrimp Cavatappi,$14.99,"Pasta, Seafood More","Spicy. Crispy battered shrimp and corkscrew cavatappi pasta are tossed in a Parmesan sriracha cream sauce topped with a fire-grilled zucchini, red pepper and onion relish."
Double Crunch Shrimp,$14.99,"Pasta, Seafood More","Crispy battered shrimp are fried golden brown. Served with cocktail sauce, tartar sauce, slaw and fries."
Butcher's Meat & Potatoes,$14.99,"Pasta, Seafood More","USDA choice top sirloin, tomatoes, mushrooms, stout gravy, garlic mashers and crispy onions."
Cedar Salmon with Maple Mustard Glaze,$17.99,"Pasta, Seafood More",6 oz. cedar-seasoned grilled salmon with garlic steamed spinach and a maple mustard glaze.
Four-Cheese Mac & Cheese with Honey Pepper Chicken Tenders,$14.19,"Pasta, Seafood More","Applebee’s signature. A sweet and savory take on comfort food, four-cheese mac & cheese is topped with crispy breaded chicken tenders tossed in honey pepper sauce and topped with bacon."
Three-Cheese Chicken Cavatappi,$13.49,"Pasta, Seafood More","Asiago, Parmesan and white Cheddar are mixed with corkscrew cavatappi pasta in a rich Parmesan cream sauce then topped with grilled chicken, bruschetta tomatoes and basil."
Sirloin Stir-Fry,$14.99,"Pasta, Seafood More","USDA choice top sirloin and veggies are tossed in a sweet and spicy dumpling sauce, served over a bed of rice and topped with wonton strips."
Hand-Battered Fish & Chips,$12.99,"Pasta, Seafood More","Golden, crispy-battered fish fillet with fries. Comes with our signature coleslaw, tartar sauce and a lemon wedge."
Fire Roasted Chicken Salad Wrap,$9.99,Sandwiches and More,"Spicy. Grilled diced chicken, sautéed veggies, lettuce, creamy sriracha sauce and a squeeze of lime wrapped in grilled Italian flatbread."
Bacon Cheddar Grilled Chicken Sandwich,$10.99,Sandwiches and More,"Our grilled chicken breast is topped with smoky bacon and Cheddar then finished with BBQ bacon ranch, crisp lettuce, onion, pickles and tomatoes on a brioche bun."
Chicken Fajita Rollup,$10.49,Sandwiches and More,"Juicy chipotle chicken with crisp lettuce, blend of Cheddar cheeses and house-made pico wrapped in a tortilla with our mexi-ranch dipping sauce."
BBQ Brisket Tacos,$12.29,Sandwiches and More,"Bursting with big Texas flavor, flour tortillas are filled with shredded beef brisket, spicy Texas BBQ sauce, a blend of Cheddar cheeses and pico de gallo. Topped with crispy onions, a drizzle of our mexi-ranch dressing and cilantro. Served with our signature coleslaw."
Clubhouse Grille,$10.99,Sandwiches and More,"Ham, turkey, Cheddar, jack, bacon, lettuce, tomato, mayo and honey BBQ sauce on toasted potato bread."
Grilled Chicken Bacon Wrap,$11.99,Sandwiches and More,"Cedar-seasoned grilled chicken, mixed greens, Cheddar and bacon drizzled with maple mustard wrapped in a soft, grilled Italian flatbread."
Zesty Ranch Chicken Sandwich,$9.99,Sandwiches and More,"This crispy chicken breast creation is really kickin’ with fresh iceberg lettuce, juicy tomatoes, red onion and pickles topped with the zip of classic buffalo wing sauce and cool ranch dressing. Served on a brioche bun."
Whisky Bacon Burger,$11.99,Burgers,"Spicy. Savor the rich flavor in this tasty original. Caramelized onion and bacon seared into an all-beef patty piled with Pepper Jack cheese, crispy onions, bacon and fireball® whisky steak sauce on a brioche bun."
All-Day Brunch Burger,$11.99,Burgers,"A wake up call for your taste buds, bacon and onions are seared into an all-beef patty topped with crispy hash browns, American cheese, ketchup and a fried egg on a brioche bun."
The American Standard,$11.49,Burgers,"Juicy all-beef patty with seared-in bacon, diced onions and pickles topped with melted American cheese, our signature sauce and a brioche bun."
Caprese Mozzarella Burger,$11.49,Burgers,"Juicy all-beef patty with seared-in garlic and onions topped with grilled tomatoes, red onions, fresh Mozzarella, fresh basil and balsamic aioli on a brioche bun."
Triple Bacon,$11.99,Burgers,"All-beef patty with bacon seared-in and topped with Cheddar, tangy BBQ bacon ranch and more crispy bacon slices on a brioche bun."
Classic,$8.99,Burgers,"A juicy all-beef burger classic with lettuce, tomato, onion and pickles on a brioche bun."
Quesadilla Burger,$10.99,Burgers,"Applebee’s signature. Part burger, part quesadilla, all taste. This original burger creation comes piled high with jack cheese, our signature mexi-ranch sauce, crispy bacon, fresh pico and shredded lettuce in a crisp, warm Cheddar quesadilla."
Blue Ribbon Brownie,$5.99,Desserts,Warm dark chocolate brownie with nuts. Served with vanilla ice cream and drizzled with hot fudge.
Butter Pecan Blondie,$6.59,Desserts,"A rich, nutty blondie drizzled with maple cream cheese sauce, sprinkled with candied pecans and served sizzling with vanilla ice cream."
Triple Chocolate Meltdown,$6.99,Desserts,"Applebee’s signature. Warm, rich, fudge-filled chocolate cake is drizzled with hot fudge. Served with vanilla ice cream."
Chocolate Chip Cookie Sundae,$6.59,Desserts,"Vanilla ice cream and a warm, chocolate chunk cookie topped with Oreo® crumbs and whipped cream."
Hot Fudge Sundae Shooter,$2.59,Desserts, 
Brownie Bite,$2.49,Desserts,The perfect size of a warm dark chocolate brownie with nuts served with vanilla ice cream and drizzled with hot fudge.
